	A	B	C	D	E
0	0.6924149675188793	0.3757487555817648	0.5022309447013501	0.1227756987390769	0.46860448555133016
1	0.7254754116575988	0.4866062257688042	0.44584344162101075	0.8009168988973694	0.7015587463834306
2	0.2750776395106951	0.596845656042235	0.8330611242433754	0.7913912768718772	0.3587377214481152
3	0.5973842563398898	0.34096303136774453	0.25740019344984355	0.8868122479670479	0.713178331138465
4	0.0894395665241281	0.7952950070988518	0.7525440161082415	0.957850540076262	0.15503200180652776
5	0.30281536297659506	0.10351415740425862	0.24409427690701269	0.22581435898834412	0.8226888836857129
6	0.9061197106810489	0.5500240934529057	0.6596583400618101	0.41967867915909085	0.8398054657379482
7	0.8107506292545648	0.21483239334172644	0.11918348927629185	0.764195840934958	0.8099834637377055
8	0.8671191884321683	0.2734763746457083	0.4154170992834907	0.33326918801251126	0.44226934133457474
9	0.6857266642479278	0.675352301770234	0.5883787471997006	0.4412583159105785	0.9633304508512743
