	0
0	2.0429355890480667
1	3.2771715403091566
2	2.9150800229189007
3	2.010002221558736
4	1.6247481374705197
5	3.339053681025161
6	2.8446666477345124
7	3.786675105736008
8	3.66664617065961
9	2.7752635993557897
10	2.4227047829219326
11	2.560365814919175
12	2.123235042896563
13	3.4524574516000897
14	3.7957918352443873
15	1.8426357817343304
16	3.27073616190126
17	3.458117448037723
18	3.6203810852564353
19	4.267635590189595
20	4.349824294790231
21	3.6675562859275646
22	1.9227178822396527
23	2.2202017334577184
24	3.17512648032366
25	3.935032205931567
26	2.7577722022751714
27	3.269132027438157
28	3.1827236999023203
29	3.205127241880396
30	3.611854276873467
31	4.007484084659339
32	4.9459380444589955
33	4.605338848024898
34	6.150444934607457
35	6.182047202690977
36	6.1756369784056995
37	4.409108468695036
