	0
0	-0.8492626713134184
1	-1.5520574841917028
2	-1.8496888918702292
3	-2.970802611439921
4	-3.6281850351859664
5	-3.314678884532436
6	-4.601163411903554
7	-4.833483863515767
8	-5.403154950894287
9	-4.172347495552778
10	-3.7849996661355463
11	-3.1516069312479047
12	-3.2576638334156467
13	-3.13712731050905
14	-2.579374188884822
15	-3.6237584311164115
16	-6.245298839367949
17	-6.948033021365059
18	-5.88795051612699
19	-5.675772602480307
20	-6.663212843989014
21	-7.169817371847948
22	-8.294764590757385
23	-8.827432158285658
24	-9.393913596565532
25	-9.649721996311879
