	0
0	0.5545928308646207
1	-0.4122729154286271
2	-1.4390531813776393
3	-2.555133689925908
4	-1.5319641281071574
5	-1.1576375699662904
6	0.5374854445032324
7	0.5249177761733609
8	-0.3390037089435367
9	0.9656323732927568
10	0.514708154583492
11	0.7722390691015815
12	0.9374150663963214
13	1.0987520556628028
14	0.4091196910299775
15	1.273082206374819
16	0.8870467367701381
17	0.4118941727783199
18	0.1835473805338285
19	0.981745951223178
20	1.2761648127502707
21	-0.00010258066654844633
22	1.1380843006321508
23	1.8042145754237402
24	2.016134121606883
25	1.968287926312992
26	0.5110870616016971
27	-0.7123005344840161
28	0.10419882757050491
29	0.35807741322228337
30	-0.50103184111961
31	0.6643111765555005
32	1.7716148542138352
33	2.4041031720333312
34	1.346975673299147
35	-0.6809087103918612
36	-1.495851086682821
37	-0.9054447535809412
38	0.2120391977748829
39	0.003922514250011999
40	1.380621933072602
41	2.0956573053082943
42	1.6383446184917658
43	1.5088588268029595
44	-0.1404820386517085
45	0.7820938727801446
46	-0.07744374151121336
47	2.454369896739573
48	2.423564446438624
