	A	B	C	D	E
0	0.6536516151884546	0.09364871832270216	0.39764558028378727	0.0551433469571696	0.14137737202775724
1	0.3875300097487041	0.4799062102719871	0.36034549119650494	0.6859631864446708	0.5005808788339561
2	0.7005667147194685	0.0722643831581784	0.7780520294766129	0.8395466782700598	0.9469536100697951
3	0.20117521396437166	0.0429342251396857	0.8138690694508268	0.9584164571419714	0.5804829094898929
4	0.8281749327698613	0.6042648120611784	0.4794403611481156	0.19756367859197843	0.6572721361777439
5	0.09748622942497986	0.2253798287633455	0.6406867825616746	0.541729954668325	0.45856655940503566
6	0.26900110586550674	0.46272112662919584	0.4975042719870578	0.30293964473944324	0.002332516461691858
7	0.2028776570843891	0.48840320809423676	0.3414604563912783	0.8216908123591039	0.8773167045614337
8	0.7012066332725846	0.32623879108070475	0.06402212107536576	0.9695969656654045	0.2523138680400798
9	0.5237203937884505	0.11953809350190014	0.2928747777861489	0.26622175484809796	0.598585669829111
