	0
0	-2.3297536070877385
1	-1.8252289060162354
2	-1.6320299809647922
3	-2.0810511476316638
4	-3.9519307468422946
5	-4.559098523072292
6	-5.418146050953532
7	-4.176564263205916
8	-3.675969938979795
9	-4.732068351234645
10	-4.246842154552698
11	-3.5810556045521107
12	-3.6532379766271386
13	-3.8118043582446686
14	-3.1108280387132385
15	-3.8744865498955328
16	-5.122098879913711
17	-6.327061494231769
18	-6.74227819141554
19	-6.459240464008409
20	-6.390410823875098
21	-6.988038312197347
22	-8.40659951816603
23	-7.67680257382591
24	-7.06070957599719
25	-6.397308345999714
26	-5.1729275732411155
