	0
0	0.16565035382363041
1	-0.6407855849253312
2	-0.05188822061820342
3	-0.31917220739236085
4	-2.7724217915281164
5	-2.8473426719537898
6	-3.5829991453122694
7	-4.61841317075399
8	-5.502824928751704
9	-7.3081105229192
10	-6.42869290105533
11	-7.390530552121763
12	-5.972094720043919
13	-4.739253519880471
14	-3.7259987614521717
15	-2.901912357463646
16	-3.0962407847872
17	-1.633243662108482
18	-0.5289781364547057
19	0.18907781792445488
20	0.9666060027205705
21	1.817524461087041
22	1.393359864222506
23	2.7086458213069085
24	2.6408326649441123
25	1.8809856891712484
26	2.8901597819398885
27	3.190670846203806
28	3.900537708753772
29	2.951281109264328
30	1.8222376494762056
31	3.292041731935897
32	2.521563782231882
33	3.1280020459821714
34	1.605143583388449
35	2.5615981351149166
36	2.2872274239372654
37	2.1752448218119
38	2.3439605737767093
39	3.0168156241629704
40	3.437144072093127
41	4.656217712698193
42	6.5607618541666195
43	7.698168884166579
44	7.375784651877634
45	5.844261540440147
46	5.143115827729197
47	4.287093208710118
48	4.009511670970677
49	3.6115486797577265
50	0.6704314021114803
51	0.682925278982174
52	2.146666181776016
53	3.4393793890864908
54	3.5458071262510065
55	2.575836092171592
56	2.962265011278009
