	A	B	C	D	E
0	0.7945003405239914	0.25742644321278163	0.9093819227708012	0.39499271948346015	0.32440991897838345
1	0.03147044691274403	0.3080990397191101	0.1240839350267926	0.3374541354946351	0.7247742333736065
2	0.07016393074899441	0.16587157118228846	0.5500327648253556	0.7491569599238043	0.007516624885330336
3	0.7335616961374088	0.4699729609362788	0.25420669219021375	0.059719691914567274	0.7037605900766379
4	0.3733425153828883	0.37757018797820285	0.32838850359135785	0.48731614187162	0.9164807744287904
5	0.7910462441851038	0.47649387965660106	0.10067708187708424	0.4015241263748247	0.8865152121892174
6	0.4120227969510667	0.6340785045249911	0.7075928228687789	0.45084085479815994	0.7785265242070402
7	0.44989934123665243	0.13667492310274543	0.27572307933145146	0.28417044802403046	0.286782148181316
8	0.8712217981212833	0.7773235494161955	0.871916544534744	0.4118678911770216	0.8424467469925059
9	0.1136542565449401	0.17160958776869062	0.931712736650491	0.7530890767767217	0.4014930397163208
