	0
0	0.5820023649028367
1	1.0534186521037583
2	0.751044261681428
3	-0.3045458653106866
4	-1.145770972553029
5	-2.0435413222243044
6	-2.940534517689767
7	-4.316562760152112
8	-5.223441951085477
9	-5.252238915816381
10	-6.008944409387814
11	-7.521096926419392
12	-7.6030504861827355
13	-9.2791236540393
14	-11.337092779747092
15	-11.352169599746023
16	-10.456672470941985
17	-11.20170661773726
18	-10.333227829566106
19	-10.00713685328436
20	-9.36295472012538
21	-9.801501853951384
22	-8.807012932458509
23	-8.744125930249828
24	-7.448423610621507
25	-7.002186693582146
