	A	B	C	D	E
0	0.4132702099283232	0.13625783523955848	0.8736864332249368	0.08678176910893931	0.8035439084845516
1	0.903177285405762	0.8700170981644435	0.26980194066408303	0.7401349366048817	0.19862904611271925
2	0.23182776063242982	0.021500160589469686	0.5073201867504815	0.6638765387928451	0.4982037159728745
3	0.8007578316967179	0.9949827102410954	0.784345941401307	0.6721678944563766	0.0377082111286442
4	0.23410563885639035	0.3901428285654476	0.6262765765407549	0.4749564246343524	0.5729802004740805
5	0.5406066960380935	0.998544405922783	0.7236950161425554	0.2645403616589326	0.45810738203453016
6	0.027158663133560967	0.12381171431020321	0.0807312340612878	0.7581090328648453	0.8180516061061891
7	0.031445634192907246	0.9946243006354373	0.41455198699433593	0.8514949461777978	0.1723403402399114
8	0.23348064950891878	0.7746477579011435	0.9598421560684492	0.5904987530912217	0.16655294686791333
9	0.45072970253606115	0.23608085539956847	0.3393977908731143	0.8869635501605623	0.08893014839262792
