	0
0	-1.9508131522198073
1	-0.9127846487732909
2	-2.012140102236982
3	-4.225999534325698
4	-6.726217506539534
5	-7.015577013079947
6	-5.505188011160569
7	-7.8357749989515995
8	-6.96485357509462
9	-7.717480815799175
10	-7.927851665108829
11	-8.575782264857887
12	-7.887819070297103
13	-7.749928280339941
14	-9.279592709474574
15	-10.556288418836843
16	-9.861611622864892
17	-9.138018580940027
18	-9.582781077226825
19	-11.27244728609817
20	-12.010083546284093
21	-10.532356386686972
22	-12.8745721747585
23	-14.006543274492968
24	-15.667806849930127
25	-16.143114957734138
26	-17.624939483973236
27	-17.573754967582136
28	-17.135301525450235
29	-17.06130684817819
30	-16.644322538510853
31	-16.61102473951344
32	-15.153248932768449
33	-15.1453249208506
