	0
0	-0.06394337230524173
1	-1.8096968599633103
2	-2.637343833608454
3	-3.212878636289089
4	-3.8169248527215434
5	-3.412991052670107
6	-3.245407813916855
7	-2.953574320867842
8	-3.4735304284655086
9	-2.161432185741254
10	0.011157128350684165
11	-1.3197291321483438
12	-1.0654699852207186
13	0.6686478742132493
14	1.803341297777601
15	0.9067241149316996
16	-0.9737085527206111
17	-1.5835096939973834
18	-2.008259873053269
19	-1.0896200176912822
20	-0.8434819125568614
21	-1.1275137621215126
22	-1.7753246079171165
23	-1.803927272696444
24	-0.603615084938113
25	-0.33001224968266213
26	-0.7432598760122552
27	-0.9440414400056809
28	-0.621579301886255
29	-1.5099028140722492
30	-4.65347241100015
31	-4.398066400871741
32	-4.293114080128603
33	-4.0610146830777065
34	-3.277132019705715
35	-4.356080593721042
36	-4.007328310835796
37	-3.7541605301882615
38	-3.358854894201615
39	-1.8335500139542495
40	-1.5172236025427477
41	0.057349216468072006
42	1.5356968462473617
43	3.6943800765959214
44	3.2575956717559897
45	3.015523967217456
46	3.430872689711583
47	4.725385029077242
48	3.5205659362074218
49	2.7635379589054625
50	3.4051161222886153
51	2.860800071634795
52	2.3114604025772474
