	0
0	1.5411520037645077
1	0.8112947459674137
2	-0.04414910919145121
3	0.4863556497924669
4	-0.72936038298977
5	-1.137552441671835
6	-0.48843784796301715
7	0.31405465571030067
8	0.728469032170874
9	0.12230967854414754
10	1.1254591629326898
11	0.29409126986138956
12	0.0222422759203747
13	0.7976736839484035
14	1.559433345839576
15	1.9593506453786624
16	1.5355960786970315
17	2.0737814646687096
18	2.0297935357984107
19	1.8566364286947776
20	1.2003476933361634
21	1.2442062384044248
22	2.2571144171067083
23	2.4118106525308685
24	3.040118141336967
25	2.084773063102968
26	2.6453348783922364
27	1.5952875667657478
