	0
0	0.5347345090166564
1	0.22905810039205832
2	-0.41386113267451163
3	-1.329277712696486
4	-0.4683123121304905
5	-0.8677262046466201
6	-1.447056203443724
7	-1.089784211278037
8	-1.7668247019934835
9	-3.587061102417754
10	-5.011602357178407
11	-5.9706143306333175
12	-7.2269671951681715
13	-5.894096845455787
14	-5.341441761274751
15	-5.46195398823242
16	-3.429647958856761
17	-3.71653855103747
18	-2.0035786613739512
19	-1.9201369927905811
20	-2.21502542643355
21	-2.0500230111510236
22	-1.121988856711862
23	-3.3515009301436773
24	-4.520872026499569
25	-4.770617582897773
26	-5.32126453444347
27	-5.176726650516642
28	-5.406710965831392
29	-4.13102215502063
30	-5.828070007406481
31	-5.734377753985458
32	-5.6448345649044755
33	-5.236094463762743
34	-4.398311587168628
35	-3.3767301426815575
36	-3.8107687083718673
