	A	B	C	D	E
0	0.6097015865233338	0.0729201640301883	0.19800162565468382	0.5274972072818117	0.5542976042754122
1	0.7016381486406582	0.8863994218920923	0.9821597906194721	0.8322467905234118	0.2515130311304117
2	0.8525588224175077	0.11277832250285658	0.7818379056399257	0.2553614409516567	0.22511195127887373
3	0.5353785749566138	0.2975934155222445	0.48298325315141566	0.9851376124408024	0.9295566339615797
4	0.6881086294682977	0.39810952878162276	0.8657509854658203	0.8838455374615761	0.38457442685955434
5	0.9093198734996873	0.5885095247681834	0.1413447011868162	0.8920784870869777	0.45103532788606715
6	0.257909128201818	0.4199055706732243	0.4558462293623896	0.8197709302460773	0.4852730381395747
7	0.4793741385809164	0.366522167624861	0.3352718706166311	0.5546104197163338	0.6475484182204009
8	0.215382711402752	0.7931358476542079	0.1689777022722445	0.32393492459829676	0.4932925954474022
9	0.8787691576357515	0.6812744007027097	0.30860551558114335	0.08625932527622926	0.456677724790609
