	A	B	C
0	0.24248078205214463	0.9122157815942555	0.5199045668816816
1	0.4910829718522838	0.0877630334582058	0.4483530173265039
2	0.9335043761630041	0.5708772929114636	0.4396888657702912
3	0.27865358656990213	0.27818699916466194	0.32813081679310596
4	0.23924807462015363	0.15411034953388336	0.6193000211294422
5	0.8855536937974318	0.8684036132705794	0.3903321378539849
6	0.6938004250294605	0.2447535762218771	0.31815705789458804
7	0.6744642000104809	0.4690382428468395	0.542837712504549
8	0.22194465759126547	0.6116157778970376	0.9934498297358908
9	0.6306739189318146	0.3563515559723327	0.03377770442326522
