	0
0	-0.28443684666574476
1	-1.6766870297699024
2	-3.0845439636783896
3	-2.470062570739999
4	-3.174941426324393
5	-3.968410446466722
6	-2.8107790799695564
7	-3.357848392983853
8	-4.253816241148435
9	-1.646436843158538
10	-1.8181428189442428
11	-2.152935810624943
12	-1.6758757238918087
13	-1.310736113043448
14	-1.3660706768645148
15	-1.323882244326547
16	-0.8935245220304757
17	-0.03156466740601138
18	-0.37227430857502525
19	-2.4683202182219657
20	-3.192044081316988
21	-3.331494288672817
22	-1.8523787795411508
23	-1.8390036070262354
24	-1.5461768603506714
25	-2.427277088083096
26	-2.77532712069955
27	-3.281922224504903
28	-1.201485656780898
29	-1.5395497323957026
30	-3.1178903246965604
31	-1.0432919665735794
32	-2.966323402694216
33	-3.330397477202695
34	-5.291545698848621
35	-6.11853025610224
36	-5.522043431696172
37	-3.2034147060469667
38	-4.266539670834706
39	-5.22075139706349
40	-5.234173367969957
