	a	b	c	d
0	0.45987790739322254	0.39877288238122055	0.8607843900054761	0.4493867640844146
1	0.8383280240273722	0.9019613486639025	0.22383684661012837	0.2616248255232242
2	0.14143095296317976	0.07924071213970763	0.6568329384763604	0.7094452858600523
3	0.7010008712529704	0.2714771017282924	0.4489587178383171	0.09295545981413333
4	0.9282438230717496	0.08683682706896678	0.4430731885414012	0.01043802268681926
5	0.8852094104651845	0.958311504998436	0.8262120749033321	0.24324365735696918
6	0.4083908842551841	0.006367221670348422	0.2179782952076259	0.4847660801284792
7	0.4541136720896979	0.3860688894320339	0.05237566237879554	0.30690812263363343
8	0.4920537777328132	0.16664208893248056	0.6228797078777283	0.7411511844819131
9	0.5863382544251575	0.8583898465823752	0.935790085134256	0.664506513098151
10	0.01002122255216209	0.2665104429819428	0.043751108871548317	0.7185563601352355
11	0.21987563547692934	0.8896301803924115	0.7731216606114987	0.28471482302747464
12	0.7651961025130535	0.6508618473858886	0.5794777151772493	0.7562450512305903
13	0.12711750176807346	0.09926865757746173	0.30463557213916614	0.05363921314775044
14	0.8980998645460283	0.7245191969883094	0.14053938226875717	0.14376348905013558
15	0.048708740055221744	0.555806247758362	0.5410984757925321	0.9778043000627571
16	0.10585832422519248	0.09339643359118166	0.715397502813569	0.4783562340938997
17	0.008909162708025775	0.021194049553218464	0.18181308716146927	0.46573731366680937
18	0.8686668755834283	0.22896881020489646	0.5828668767820441	0.27146225299505256
19	0.9652736415756107	0.5647969912739839	0.43397675198994357	0.4926199548735608
20	0.8026764569796618	0.7839842187049233	0.9661913647309003	0.500126291218936
21	0.5302850596885683	0.35457638600665264	0.6558165296306189	0.4007980047977989
22	0.6855575314054482	0.086928967876162	0.6846354170427079	0.776362889731462
23	0.918820674414609	0.26679434140010316	0.592073141267071	0.41171216769783103
24	0.813523291258103	0.21101898100565453	0.8855992241625927	0.12989349623057922
25	0.6452720236836423	0.1471302188589496	0.5608911132192059	0.4989358412797218
26	0.781653304974651	0.6554130100958189	0.3379446943472608	0.5145158517610617
27	0.12172938845430159	0.3092521837881669	0.7128326419335775	0.0877513830205977
28	0.9544272385125169	0.4362508815742867	0.952906074159495	0.8789908864280275
29	0.6868973526850678	0.4641938260317031	0.7878045570071284	0.8934650193089985
30	0.716531994141381	0.8650428687187047	0.9944385000313504	0.08449815063669275
31	0.8225282431076054	0.6815444935040759	0.9029997322068077	0.2401200107616498
32	0.7491707555286444	0.18597510429434572	0.6244464340640441	0.8525861338415697
33	0.7012229423261297	0.9834977371854113	0.39334333775524755	0.3974204138532249
34	0.01795694408780446	0.09071606141595245	0.08306111378429537	0.3624371295336324
35	0.391474671241992	0.9578311923562072	0.03949698090797327	0.1435030313907676
36	0.19190299943669675	0.1742633471003201	0.3876015127325053	0.7399784997646849
37	0.010078875898093753	0.34457706547369216	0.006359239070082512	0.1745523473478583
38	0.7350207941020634	0.10177051910183843	0.10331972612782736	0.7116550430090866
39	0.8256280937636916	0.7702911597487664	0.47033161167594084	0.5426923955815997
40	0.7546948545487802	0.3434082413148394	0.10874355601141594	0.15884201606483295
41	0.9689424609058996	0.01647714956648505	0.834962102477956	0.2379902531368855
42	0.03347331834331013	0.1323004452251778	0.25464150924575824	0.6628831790204248
43	0.7748835425102603	0.7656758957806965	0.26992440448301713	0.4418450522439038
44	0.5608129732543802	0.2245517220381229	0.29450106667948983	0.7039764338183192
45	0.39620112446238775	0.7545144966411207	0.14541973750928328	0.5692960899748893
46	0.38319391014322146	0.376412247611118	0.991319312980894	0.403436364925815
47	0.029061662178773484	0.8891668090168134	0.9575749594552222	0.14254044423714718
48	0.2590638401902232	0.05900084915458259	0.4823905713210318	0.9748515647962273
49	0.7807909772196308	0.957303275559587	0.1433527161822734	0.4635298796523457
