	0
0	-1.0408078333048645
1	-0.6235216112642644
2	0.760510729332803
3	2.1120521023681715
4	2.137314498449246
5	1.918120601577586
6	0.7052714571300684
7	-0.7617732198479232
8	-2.330174982420142
9	-1.3302575687179021
10	-2.2837173346657345
11	-1.8593034282273955
12	-1.3914681223801757
13	-2.3836461021288478
14	-0.5634909995463535
15	-1.605842857926033
16	-0.6159950896714561
17	-1.6747152927733078
18	-0.8530455303829829
19	0.41023587002803796
20	-0.9345098419648388
21	-0.6190029832526487
22	-0.7189637303104315
23	-0.5711953782576338
24	-1.54906895504141
25	-1.2912685821576795
26	-0.7662944321050581
27	-0.19779199779488343
28	-0.3011331556637981
29	0.2105210043612123
30	-1.4003392423031387
31	-0.4970834341782522
32	-2.3832673706308114
33	-2.040793400648438
34	-1.4283115206922918
35	-1.6363535246027905
36	-0.474427359002624
37	-0.5337645862001388
38	0.44994890809153454
39	0.9498522651082282
40	1.9433551617533364
41	2.3015374506990245
