	A	B	C	D	E
0	0.4146626915799211	0.5590720759248544	0.9373061388649624	0.7073144903232912	0.3747804583394895
1	0.5502697545345048	0.7016543744506395	0.34034745668655564	0.8579160008794143	0.43155971879175836
2	0.8151033063835902	0.6323472429340546	0.24864995918415767	0.6285587595290469	0.6180798056833873
3	0.453905985724656	0.21998252330940782	0.3916901780181905	0.9433583705293775	0.24455283689425722
4	0.6148177218529446	0.5137488360537811	0.6195119210915976	0.6160136424764547	0.5526015498270784
5	0.9998178402445121	0.30494663875720196	0.7030865245513869	0.8740945795655072	0.9878719742631906
6	0.6443856596003488	0.9559848543660996	0.7161771181847779	0.8889715696655418	0.883234750681418
7	0.7229400876306662	0.015026241346724922	0.27917462237209634	0.9092770172778125	0.9320096228129526
8	0.5664522915520367	0.6309940855237364	0.28960030955555227	0.9323099797910072	0.5411644969885017
9	0.044709466344760806	0.17717194099789046	0.5248398036410525	0.3715185110114765	0.3239141555943098
