	0
0	-0.848134096035779
1	-1.2704826495712538
2	-0.5130372627087979
3	-0.6387717374298176
4	-0.449897292601848
5	-0.4682327402052926
6	-0.3534601864546128
7	0.5812060580613789
8	0.661890735984461
9	1.7487470332690151
10	-0.29114169769003584
11	0.8294773923534078
12	-1.4354505556638655
13	-0.72217412953824
14	0.13396516690118798
15	-1.0508612160465907
16	-0.26339753910576647
17	1.2893947341032992
18	-0.5659301373716257
19	-1.3428502778965417
20	-2.450975620937587
21	-2.9537094701904363
22	-1.8561120302872887
23	-1.4552180937810173
24	-1.088892821213323
25	-2.6881818510544977
26	-1.4257956961077356
27	-2.1377162024385057
28	-3.6341021112052356
29	-3.91654179428496
30	-4.7579184207997525
31	-5.045852656756832
32	-3.7643213075965933
33	-2.927686978502725
34	-2.557896729152699
