	A	B	C	D	E
0	0.7480899574321416	0.05598770156013533	0.4698306963457648	0.8297509669324059	0.3749537594625598
1	0.8571937819249661	0.9106648843371979	0.8979199024535924	0.14160162318056135	0.776334559261219
2	0.318830484782313	0.5914091376154479	0.03698479029325996	0.3983349127683198	0.42137133543299343
3	0.6782985548648564	0.5422631595063665	0.12783100157908234	0.6649682009643496	0.1108067712264722
4	0.51989991363003	0.7361409507897744	0.7951595726753641	0.3610564063488996	0.8747995395323932
5	0.24548244939957953	0.2030516521913237	0.9336761994160386	0.020130649289751834	0.6808481415763937
6	0.07017173154045786	0.4148946125025794	0.8873944699622761	0.23298240728120811	0.8132750835883874
7	0.28367358012262844	0.04950303177762705	0.0617696525602045	0.4408588795721913	0.45988680806156434
8	0.5254328111468078	0.1879549130380147	0.7191514964399318	0.42687373748672086	0.6661602668794998
9	0.6945012627200353	0.5883104354628715	0.7232443474697854	0.12247456262931766	0.26613852395206106
