	A	B	C
0	0.8247840112016397	0.33476813460311405	0.20590963555142072
1	0.9885516288739098	0.1833783971357742	0.3745170500997538
2	0.6884219452644718	0.16069645512037378	0.9441909231344122
3	0.967724841926061	0.7516326298507691	0.1056716297556346
4	0.1482481802609492	0.8883857701500868	0.11654381891868204
5	0.31915137142904226	0.37228577501817794	0.2257474061441439
6	0.7486674095922448	0.30475821690601046	0.5221605770855394
7	0.8513819919949396	0.5249577876477962	0.28549417393157994
8	0.6060995173724371	0.6068950700665543	0.2576736347979719
9	0.28103916195252787	0.14167149308966698	0.025532017759172687
