	A	B	C	D	E
0	0.2366123141295826	0.1783182335506297	0.23328645088620958	0.2982298291858282	0.2522285365366228
1	0.726673515878857	0.9462589880518562	0.8152797469824791	0.6346849425277928	0.7884204891139849
2	0.22865173188933785	0.04103286515791815	0.6470089622089619	0.16405689926240374	0.42563536106447886
3	0.27930523899131154	0.9021807650161441	0.7958353318157909	0.10879358849971366	0.006199729006349242
4	0.15831389581694688	0.8559609599640899	0.6385764512111112	0.545421465245645	0.49412803164178
5	0.20022013140911776	0.8547513691367647	0.5917298209684836	0.5540473900591567	0.49111934711954053
6	0.5996578583410401	0.9412294831896122	0.2024496692427551	0.2757138855441159	0.24970265837662708
7	0.3141802914419535	0.5540758137153429	0.8331867593263217	0.21123244436722455	0.44821183630639383
8	0.8163817680588893	0.9877155620880566	0.5975165003224757	0.1885590516182667	0.8343246761835326
9	0.5919114931626978	0.8902254044594228	0.5093772230377117	0.6803796956920127	0.14032917070942486
